Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track
Luis R Conriquez,10/21/2022,"4,282",20.4,350440369.0,"24,886","11,413,202",72.0,"92,967,556","709,386",52200.0,"11,077,840","128,910,215",,11.0,21,,3.0,"330,705",5.0,"13,224,203","1,933",,"264,907",0
Izzamuzzic,6/29/2022,"4,276",20.4,130356067.0,"36,554","7,213,291",63.0,"47,933,349","701,867",392301.0,"96,942,439","912,236,577",,12.0,"1,356",3,,,3.0,,,,"2,634,134",0
Naps,2/26/2021,"4,271",20.4,224163089.0,"45,837","4,034,090",60.0,"250,952,705","1,213,244",168782.0,"41,456,214","443,031,452","3,155,590",43.0,"16,408",,20.0,"1,758,780",10.0,,,"959,148","1,206,078",1
Keisya Levronka,5/13/2022,"4,281",20.4,265767551.0,"15,498","5,060,429",63.0,"154,689,466","1,539,974",609748.0,"273,895,600","3,276,084,075","45,889",16.0,"5,371",,,,,,,,"223,331",0
Joji,4/10/2020,"4,262",20.4,379518360.0,"101,883","12,544,781",21.0,"127,485,188","2,075,278",289937.0,"104,902,966","653,804,560","446,457",26.0,"3,011",18,18.0,"56,573",12.0,"2,680,360","5,712",,"575,207",0
YFN Lucci,2/14/2020,"4,275",20.4,93229994.0,"24,779","2,554,563",44.0,"143,927,230","1,205,650",2540017.0,"233,884,067","1,572,821,812","2,689,828",14.0,"4,051",,8.0,"9,537",1.0,"64,655,444","33,582",,"602,271",1
Russ Millions,3/25/2021,"4,272",20.4,139377440.0,"67,820","5,628,995",55.0,"121,680,881","2,182,395",357406.0,"235,829,803","1,968,763,986","96,246,226",25.0,"5,527",,7.0,"56,816",,"142,285",815,,"2,656,896",1
Melanie Martinez,3/29/2023,"4,259",20.4,121386649.0,"17,170","3,091,212",56.0,"36,712,138","1,221,832",136234.0,"45,708,060","399,701,698","4,725,463",25.0,"25,855",16,12.0,"200,710",11.0,"2,154,605","3,196","2,224,291","232,347",0
Through Fire,2/14/2023,"4,273",20.4,301362.0,311,"34,870",18.0,"226,550,416","1,992,781",16.0,"1,337","17,823","267,731,462",2.0,"2,856",5,,,,"384,522",,,,0
Ghostemane,9/5/2017,"4,279",20.4,333141510.0,"89,320","8,824,592",66.0,"598,853,994","8,509,686",27645.0,"10,827,772","95,172,888","5,354,323",5.0,26,,5.0,"22,479",,"13,402,631","23,519",,"2,175,482",1
Jon Pardi,2/17/2022,"4,269",20.4,134725621.0,"19,072","2,970,003",65.0,"22,650,713","114,566",3344.0,"1,325,349","14,258,097","255,579,464",8.0,"193,502",171,4.0,"132,683",18.0,"70,178,744","2,712",,"369,402",0
Elley Duhï¿,1/20/2023,"4,268",20.4,179176296.0,"41,284","34,923,502",76.0,,,37300.0,"12,038,876","156,208,048",,3.0,464,,10.0,"212,366",4.0,"37,491",215,,"400,805",0
Ariana Grande,8/17/2018,"4,258",20.4,633631183.0,"43,387","15,890,645",64.0,"445,027,001","5,513,277",13920.0,"14,375,409","118,002,159","153,280,685",50.0,"77,909",78,16.0,"187,289",9.0,"146,212,559","57,665",,"36,891",1
Jungle,8/11/2023,"4,270",20.4,5503365.0,"1,424","893,924",49.0,"139,900,760","1,292,201",96.0,"206,736","2,585,272",,1.0,96,,,,,"64,816",17,,,0
Gorillaz,6/22/2022,"4,263",20.4,98108741.0,"40,658","4,088,272",56.0,"67,381,975","1,403,327",24543.0,"8,976,403","140,878,884","854,250",14.0,"51,359",65,8.0,"57,196",24.0,"7,004,275","2,838",,"451,491",0
Trinix,12/18/2022,"4,266",20.4,49155460.0,"20,079","3,448,518",57.0,"55,753,855","819,754",535200.0,"70,722,843","1,079,671,427",,7.0,"1,291",,18.0,"200,594",,,,,"1,377,954",0
Lauv,1/24/2019,"4,260",20.4,885986482.0,"82,322","17,357,820",66.0,"221,704,345","2,249,771",17847.0,"8,977,069","39,158,457","243,204,799",76.0,"46,352",71,34.0,"780,991",17.0,"31,530,526","19,559","5,865,868","2,767,586",0
SZA,4/27/2017,"4,313",20.3,817054014.0,"105,515","29,991,191",71.0,"211,546,057","1,832,143",24952.0,"14,991,486","63,600,775","20,771,301",204.0,"30,527",27,46.0,"380,092",60.0,"200,840,895","102,325",,"3,518,675",1
The Chainsmokers,7/24/2019,"4,305",20.3,630875899.0,"83,848","18,713,760",64.0,"245,967,184","2,535,205",81557.0,"9,566,647","45,789,592","251,834,799",68.0,"4,056",,33.0,"1,063,865",27.0,"22,424,470","8,924","2,384,030","2,215,820",0
Rihanna,1/28/2016,"4,308",20.3,1483572312.0,"155,595","58,419,207",77.0,"308,293,523","2,383,831",46122.0,"15,942,147","148,422,686","13,709,006",159.0,"54,013",186,34.0,"724,395",66.0,,,,"4,076,646",1
XXXTENTACION,3/16/2018,"4,304",20.3,510136819.0,"76,921","16,933,150",67.0,"201,406,793","2,593,226",159509.0,"19,500,599","202,031,125","451,443",5.0,50,,6.0,"152,394",5.0,"57,812,824","31,756","27,128,932","1,643,067",0
Beyoncï¿,1/1/2008,"4,309",20.3,1556326643.0,"167,145","91,569,550",68.0,"311,700,550","2,730,131",443385.0,"102,283,034","1,532,183,215","22,141,311",213.0,"101,536",76,260.0,"1,596,032",76.0,"525,376,163","534,859",,"8,440,483",0
Halodayï¿,6/23/2023,"4,295",20.3,110759507.0,"16,068","2,956,360",27.0,"4,697,020","13,304",434400.0,"18,043,254","607,056,384",,7.0,"3,358",,2.0,"1,567,383",,,,,"515,430",0
Myriam Fares,3/10/2022,"4,310",20.3,7383901.0,"4,008","539,281",48.0,"351,810,237","1,815,957",22200.0,"3,197,303","87,012,540","726,544",1.0,157,,1.0,339,,,,,"299,561",0
Rauw Alejandro,6/25/2021,"4,286",20.3,231298627.0,"49,800","5,948,309",65.0,"109,250,541","862,054",711209.0,"146,307,858","1,133,546,129","4,865,954",24.0,"1,016",,3.0,"45,211",7.0,"10,264,013","3,777",,"1,241,539",1
Morat,11/3/2017,"4,298",20.3,584357975.0,"45,274","17,822,590",71.0,"766,215,457","3,618,074",20714.0,"7,805,933","56,940,681","3,060,918",28.0,"10,452",,32.0,"132,229",12.0,"1,616,279","1,786",,"1,326,169",0
Jordan Davis,2/17/2023,"4,288",20.3,60355607.0,"4,814","13,753,161",68.0,"4,562,833","30,406",174.0,"27,038","458,426","1,708",9.0,"148,522",125,7.0,"1,599,490",20.0,"18,526,781","1,310",,"206,940",0
ALYPH,10/21/2022,"4,312",20.3,12383314.0,"2,946","205,771",42.0,"16,319,964","162,244",1700011.0,"132,676,197","1,976,747,330",,4.0,"4,203",,1.0,"4,686",,,,,"63,034",0
Coldplay,8/5/2002,"4,294",20.3,1903413912.0,"239,330","115,908,926",79.0,"1,864,046,384","10,131,009",136190.0,"51,824,460","481,408,577","362,415,693",55.0,"37,545",38,217.0,"1,116,370",79.0,,,"1,013,140","150,106",0
PEDRO SAMPAIO,5/13/2022,"4,301",20.3,100491006.0,"20,334","8,731,399",59.0,"243,709","3,244",1501663.0,"299,220,395","3,650,693,327",,11.0,"14,565",,26.0,"270,425",6.0,"155,438",,"60,644","1,111,153",0
YNW Melly,8/24/2018,"4,284",20.3,101094621.0,"22,493","1,649,415",49.0,"133,295,365","1,087,349",42102.0,"3,861,611","23,580,335","1,491,333",2.0,7,,1.0,"4,815",,"35,665,847","59,897","66,994,287","338,559",1
Banda Coraleï¿½,12/9/2016,"4,290",20.3,575093.0,42,"3,697",4.0,"1,400,964,738","4,498,959",63.0,149,"1,188","294,281,400",,1,,,,,,,,255,0
Rammstein,3/28/2019,"4,296",20.3,460008347.0,"82,329","13,735,008",71.0,"370,078,966","3,950,188",19061.0,"2,409,531","46,078,194","4,657,006",43.0,"6,949",12,38.0,"255,480",23.0,"8,786,361","5,083",,"1,215,795",0
Gerardo Coronel,2/17/2023,"4,307",20.3,58284482.0,"7,247","4,706,766",54.0,"79,995,263","436,574",297604.0,"27,563,004","281,657,688",,1.0,"1,561",16,,,3.0,"35,942,085","9,187","741,427","507,081",0
Tiï¿½ï¿,6/30/2022,"4,306",20.3,220250463.0,"46,098","26,666,028",65.0,"28,716,329","313,494",3275.0,"2,514,489","36,501,469","3,025,039,082",103.0,"47,231",828,49.0,"789,803",43.0,"790,930",635,,"957,417",0
Mundo Bita,10/7/2014,"4,303",20.3,65098757.0,"4,912","1,254,932",58.0,"1,491,394,872","4,114,023",130713.0,"2,821,294","38,845,573","195,591",7.0,439,,18.0,"70,785",2.0,"6,161",,,"22,219",0
XG,1/25/2023,"4,311",20.3,125943110.0,"14,415","3,931,535",66.0,"133,114,572","2,137,723",55724.0,"33,233,076","249,544,778","12,554,352",7.0,"1,516",,1.0,"1,353",5.0,"215,482",343,,"340,269",0
Gerardo Coronel,10/7/2022,"4,292",20.3,137113129.0,"9,970","6,955,914",59.0,"97,699,857","553,828",504053.0,"47,469,092","687,545,420",,3.0,2,13,,,1.0,"35,985,420","7,068","986,181",,1
Alvee,5/3/2022,"4,299",20.3,551388.0,109,"15,834",19.0,"233,792","1,334",2506536.0,"38,397,792","485,996,018",,,,,,,,,,,"22,303",0
Lauty Gram,12/27/2022,"4,297",20.3,18611163.0,"6,073","830,091",45.0,"59,202,833","551,627",1100000.0,"87,867,033","1,032,933,643",,1.0,52,19,,,,"9,343",,,"199,485",0
Myke Towers,7/22/2021,"4,285",20.3,247133830.0,"55,046","10,046,042",67.0,"159,846,081","855,877",123897.0,"55,519,162","423,731,008","19,752,293",43.0,"3,671",66,11.0,"32,605",14.0,"8,042,376","1,468",,"611,867",0
Pablo Alborï¿½,6/1/2017,"4,283",20.3,495063827.0,"39,662","20,764,682",71.0,"802,589,099","5,029,647",233846.0,"114,459,132","1,106,585,781","83,950,692",5.0,"6,789",2,25.0,"109,263",26.0,"5,465,835","7,421",,,0
XXXTENTACION,1/28/2022,"4,343",20.2,111369377.0,"60,104","6,976,080",64.0,"100,696,513","1,725,109",365.0,"15,618","198,631","704,154",4.0,108,2,4.0,"132,917",5.0,"927,112","1,727",,"166,343",1
Jon Pardi,9/2/2022,"4,329",20.2,129531779.0,"14,019","7,342,329",69.0,"13,125,721","89,641",2642.0,"863,627","12,561,121","57,198",8.0,"153,263",144,1.0,"87,320",2.0,"34,744,597","3,651","893,347","446,529",0
Stromae,1/1/2009,"4,315",20.2,676325288.0,"186,415","35,955,155",72.0,"852,637,099","6,839,325",3675980.0,"295,839,452","3,323,603,337","84,125,089",101.0,"41,253",,106.0,"1,851,545",16.0,"20,266,654","96,409",,"212,724",0
Bring Me The Horizon,5/4/2023,"4,325",20.2,96922687.0,"25,703","6,529,841",63.0,"22,161,743","344,869",16627.0,"2,837,050","23,536,012","1,762,760",19.0,"26,789",19,8.0,"118,282",25.0,"611,452",347,,"213,968",1
Parmish Verma,6/27/2023,"4,341",20.2,99237146.0,"7,075","3,974,177",67.0,"113,013,875","1,174,863",784.0,"18,168","233,947","16,777,928",6.0,125,,,,14.0,,,,"125,330",0
JENNIE,11/12/2018,"4,339",20.2,622229689.0,"39,229","14,905,468",67.0,"449,312,389","7,193,977",1262636.0,"122,133,236","1,166,486,496","4,537,253",21.0,"6,704",14,14.0,"58,126",16.0,"7,169,594","12,604",,"1,499,180",0
Selena Gomez,6/22/2015,"4,342",20.2,701552110.0,"49,025","16,106,848",60.0,"581,362,473","4,012,591",91650.0,"19,790,131","155,603,416","237,611,619",120.0,289,130,31.0,"160,523",22.0,"393,712,904","153,528",,"5,461,184",0
Dï¿½ï¿½melo ,12/13/2019,"4,331",20.2,582595821.0,"71,602","18,990,583",60.0,"212,809,052","1,189,005",88219.0,"11,379,520","121,455,982","16,446,365",44.0,"17,361",,25.0,"203,043",35.0,"84,749,488","14,731",,"1,294,402",0
Sexyy Red,6/9/2023,"4,317",20.2,68965021.0,"11,956","10,611,984",70.0,"25,701,096","259,974",402011.0,"109,732,611","718,409,133",,5.0,"2,386",2,,,8.0,"5,935,978","7,448",,"437,612",1
Ninho,12/3/2021,"4,318",20.2,154120297.0,"30,813","3,242,257",61.0,"152,723,183","900,381",645100.0,"15,334,102","204,594,753","72,477,851",33.0,"6,010",,11.0,"872,242",7.0,,,,"802,018",1
Playboi Carti,12/25/2020,"4,332",20.2,291244404.0,"103,342","8,912,802",69.0,"41,936,586","623,466",49800.0,"23,797,925","181,718,624","64,980,965",3.0,117,,4.0,"11,374",,"978,492","4,994",,"361,371",1
Dustin Lynch,2/17/2017,"4,336",20.2,333982743.0,"34,123","5,288,629",61.0,"266,675,091","1,417,694",24576.0,"2,184,778","17,970,098","437,206,591",,"132,781",22,3.0,"3,668",18.0,"535,628,333","121,546",,,0
blackbear,3/18/2017,"4,335",20.2,619655619.0,"78,265","13,525,058",63.0,"324,660,885","3,726,146",42097.0,"10,535,986","42,240,263","44,441,336",46.0,"2,061",,12.0,"436,480",,"205,536,930","219,399",,"2,220,972",1
The Offspring,6/12/2008,"4,334",20.2,968810827.0,"177,742","38,261,812",77.0,"336,220,628","2,996,719",14336.0,"5,321,733","47,328,081","37,161,945",22.0,"67,246",5,22.0,"477,009",44.0,"793,391,919","335,263","1,109,382","3,522,400",1
Rich The Kid,2/8/2018,"4,324",20.2,653490628.0,"122,994","17,631,951",62.0,"97,882,796","935,978",98865.0,"47,072,411","314,775,951","9,983,930",53.0,"2,194",149,16.0,"79,430",4.0,"155,675,674","123,401",,"1,896,071",1
Rauw Alejandro,11/11/2022,"4,319",20.2,143542362.0,"23,633","7,554,457",60.0,"13,240,486","121,147",820900.0,"125,395,199","1,543,849,310",,12.0,"2,144",12,4.0,"33,430",20.0,"2,758,188",412,,"457,002",1
Daya,4/22/2015,"4,327",20.2,493444344.0,"48,491","27,331,765",76.0,"110,108,631","979,538",669052.0,"189,101,077","1,951,015,670","11,818,751",63.0,"8,576",162,3.0,"120,251",11.0,"315,421,399","132,842","2,353,027","4,367,770",0
X Ambassadors,1/28/2014,"4,344",20.2,663939688.0,"87,146","28,385,073",67.0,"462,058,635","4,042,516",173337.0,"25,471,805","215,796,397","2,264,375",47.0,"18,975",114,8.0,"16,394",15.0,"414,961,857","257,712",,"5,432,642",0
Jah Khalib,12/2/2022,"4,322",20.2,14566339.0,"6,708","323,589",48.0,"173,493,536","555,196",241540.0,"14,527,098","166,606,107",,7.0,"1,067",,,,,,,,"989,901",0
Montell Fish,11/5/2021,"4,320",20.2,342872540.0,"67,188","17,442,127",74.0,"27,027,629","793,123",233511.0,"123,098,301","850,439,402","119,747",10.0,72,,7.0,"21,865",20.0,"2,613,145","3,132",,"611,661",0
Mac DeMarco,3/28/2014,"4,321",20.2,728140057.0,"201,363","35,839,296",74.0,"251,014,567","3,365,976",197935.0,"125,260,763","918,538,689","5,053,171",39.0,"2,120",4,18.0,"59,095",7.0,"19,923,286","21,433","15,522,068","2,451,463",0
Lainey Wilson,8/12/2022,"4,338",20.2,129635815.0,"17,482","10,666,210",70.0,"33,423,008","161,494",13005.0,"3,420,396","60,524,288","317,974,178",,"132,594",20,1.0,"2,581",,"18,931,295","21,657",,,0
Travis Scott,8/3/2018,"4,323",20.2,601202311.0,"140,105","19,353,049",72.0,"183,455,907","1,802,273",20378.0,"10,093,459","75,889,595","24,068,983",16.0,42,,11.0,"128,575",10.0,"14,735,967","15,523",,"1,084,361",1
Kid Cudi,1/1/2009,"4,330",20.2,789300127.0,"189,360","25,658,184",64.0,"371,080,713","2,632,037",113602.0,"39,816,397","378,996,312","35,699,431",58.0,"2,260",43,19.0,"48,063",16.0,"441,333,494","633,926",,"2,754,603",1
Lil Uzi Vert,7/31/2016,"4,337",20.2,255776823.0,"52,690","9,510,227",58.0,"135,880,617","1,184,950",5158.0,"1,815,920","13,186,028","164,150",18.0,146,,4.0,"14,862",1.0,"37,931,370","27,805","87,817,419","487,907",1
Gucci Mane,8/25/2023,"4,328",20.2,19690183.0,"10,081","2,873,893",48.0,"8,714,858","141,807",2835.0,"513,230","5,082,017","181,694,453",,"81,064",659,,,,,,,,1
Kanye West,1/1/2012,"4,326",20.2,396015053.0,"93,596","20,357,135",64.0,"58,003,262","606,430",15366.0,"2,379,742","26,586,947","3,288",56.0,446,3,16.0,"79,174",9.0,"632,560,196","909,184",,"5,748,041",1
Alan Walker,5/4/2023,"4,367",20.1,76323780.0,"15,631","7,617,886",59.0,"82,546,258","937,660",813.0,"174,211","2,356,835","586,156,532",6.0,"7,051",,5.0,"127,616",8.0,"3,480,840",688,"601,868","368,216",0
TAIRA,6/17/2022,"4,353",20.1,20855.0,14,"6,337",7.0,"334,451,880","1,636,690",80.0,"187,207","3,068,694","91,645,044",,100,,,,,,,,,0
Ice Beats Slide,12/31/2022,"4,373",20.1,8434856.0,"6,522","537,376",14.0,,,1400494.0,"30,455,416","439,574,216",,8.0,361,2,1.0,"6,375",,"20,150",,,"785,803",0
YG,5/25/2018,"4,368",20.1,370693139.0,"52,213","12,089,613",56.0,"354,158,650","2,481,689",53260.0,"4,933,472","36,764,105","7,138,330",54.0,"30,350",32,2.0,"2,698",13.0,"189,684,107","120,848",,"3,017,513",1
Tiï¿½ï¿,6/22/2023,"4,345",20.1,101903591.0,"22,437","23,826,280",72.0,"16,541,095","130,658",3306.0,"382,974","7,751,938","135,657,768",29.0,"17,454",801,26.0,"413,945",6.0,"4,344,303",448,,"480,582",0
Israel Kamakawiwo'ole,9/25/2001,"4,361",20.1,399145178.0,"94,038","14,869,138",68.0,"1,632,844,702","11,706,967",70375.0,"19,778,665","167,032,445","192,230,927",51.0,"10,999",,39.0,"143,486",17.0,"749,033,130","690,053",,"3,385,807",0
Russ,7/28/2016,"4,354",20.1,703411626.0,"95,048","19,980,635",66.0,"203,961,378","1,718,942",106882.0,"21,993,209","108,839,324","6,610",55.0,,4,47.0,"66,338",,"356,243,964","195,496",,"2,062,658",1
Jey One,5/8/2023,"4,365",20.1,57239767.0,"14,419","2,463,819",64.0,"22,415,677","216,783",596790.0,"52,940,647","761,631,144",,6.0,"3,716",988,1.0,"6,867",14.0,,,,,0
Agust D,5/22/2020,"4,375",20.1,313507248.0,"26,753","16,233,508",67.0,"502,937,217","15,675,718",218.0,"955,832","4,863,938","133,268,690",9.0,208,7,5.0,"26,540",4.0,"2,618,702","2,413",,"587,656",1
Emilia,7/13/2021,"4,356",20.1,232985667.0,"43,893","6,507,466",62.0,"244,041,337","1,787,933",24758.0,"22,615,436","165,904,891","98,332,576",19.0,"1,790",120,8.0,"264,687",5.0,"75,232",,,"260,024",0
SAIKO,4/19/2023,"4,348",20.1,125451295.0,"28,417","7,839,226",61.0,"26,092,583","192,904",76700.0,"11,432,696","154,830,607","3,508",18.0,"6,674",,1.0,"2,807",14.0,"4,067",12,,"287,570",0
Rod Wave,4/3/2020,"4,366",20.1,164542767.0,"35,795","4,556,039",47.0,"164,259,549","1,321,390",2253001.0,"131,322,055","907,184,617","5,433,225",21.0,"18,533",,1.0,"1,649",,,,,"854,584",1
Jonas Blue,12/4/2015,"4,352",20.1,1145882592.0,"139,927","40,886,623",69.0,"154,731,955","772,693",270900.0,"7,529,782","88,978,424","53,448",143.0,"95,756",16,74.0,"406,133",31.0,"94,448,996","39,367",,"10,070,305",0
Moneybagg Yo,12/8/2022,"4,347",20.1,56051407.0,"25,464","2,214,899",57.0,"47,664,500","494,147",19091.0,"2,963,490","31,039,886","183,857,558",10.0,"7,482",89,1.0,"2,538",1.0,"55,770,355","15,368",,"496,329",1
Marï¿½ï¿½lia Mendo,7/10/2020,"4,370",20.1,71915713.0,"6,180","8,643,384",54.0,"611,609,157","2,544,961",9284.0,"817,211","13,591,360","2,058,446,921",10.0,"1,872",,40.0,"1,304,457",2.0,"78,983",,,"127,483",0
Chris Lebron,5/5/2022,"4,351",20.1,128669257.0,"25,684","4,403,591",62.0,"142,184,505","819,929",338500.0,"22,962,099","237,360,091","320,377,232",9.0,"9,363",,4.0,"1,585,177",8.0,"2,687,998","1,954",,"658,283",0
Lilly Wood and The Prick,1/1/2014,"4,372",20.1,1074583619.0,"152,685","43,023,486",69.0,"631,896","5,935",29628.0,"15,236,347","138,609,613",,118.0,"70,662",,107.0,"952,714",9.0,"242,929,188","27,275",,"30,826,278",0
Spyro,3/3/2023,"4,364",20.1,21134265.0,"7,097","1,369,988",55.0,,,1032352.0,"18,162,508","237,172,938",,25.0,"1,975",,11.0,"359,413",7.0,"17,554",,,"1,887,872",0
KAI,3/13/2023,"4,349",20.1,144026886.0,"13,457","5,233,416",64.0,"112,805,596","2,145,090",70700.0,"66,880,497","369,994,690","15,866,178",3.0,859,,,,7.0,"928,506",948,,"315,158",0
PSY,1/1/2013,"4,357",20.1,119666188.0,"25,949","3,520,970",54.0,"1,772,780,483","9,586,155",9999.0,"2,649,499","33,894,220","157,358,059",13.0,"3,456",,3.0,"1,554",,,,,"2,559,290",0
BROCKHAMPTON,6/22/2019,"4,346",20.1,507842421.0,"98,352","18,781,944",63.0,"75,958,373","1,188,192",1166035.0,"214,836,760","1,350,079,629","11,166,885",56.0,,,23.0,"106,019",2.0,"11,096,440","42,030",,"1,260,838",1
Neon Trees,12/19/2011,"4,359",20.1,836267192.0,"170,098","45,773,811",74.0,"128,528,493","1,373,771",73977.0,"35,831,404","271,659,950","3,811,884",39.0,"70,432",655,16.0,"51,359",17.0,"429,528,547","391,142",,"5,673,327",1
Endor,9/13/2019,"4,386",20.0,352268839.0,"130,479","31,491,313",66.0,"37,251,936","317,013",143448.0,"9,267,305","135,688,880",,67.0,"23,074",105,29.0,"595,469",20.0,"4,181,404","12,223",,"2,307,798",0
Tim McGraw,3/10/2023,"4,388",20.0,31705548.0,"4,773","1,659,794",50.0,"11,529,302","87,129",1625.0,"109,379","1,709,288","31,267",8.0,"143,347",7,,,14.0,"28,897,995","3,274",,"286,295",0
NLE Choppa,1/17/2019,"4,379",20.0,257646451.0,"58,760","6,584,728",17.0,"394,204,600","5,104,881",308772.0,"105,826,198","854,952,373","22,537,291",13.0,40,,4.0,"2,961",,"26,799,251","120,052",,"1,407,757",1
Yung Bleu,6/11/2021,"4,391",20.0,58539080.0,"21,823","2,831,053",49.0,"93,406,018","908,614",59318.0,"12,588,822","122,233,226","26,425,329",34.0,"180,840",245,,,14.0,"72,404,038","9,071","1,747,863","1,492,094",1
Juice WRLD,12/10/2021,"4,381",20.0,233582276.0,"70,988","10,942,850",64.0,"35,114,944","551,931",14725.0,"1,119,551","13,572,005","172,617,170",9.0,"2,731",,6.0,"107,022",3.0,"8,846,192","6,564",,"530,477",1
wave to earth,4/20/2023,"4,377",20.0,140228805.0,"21,115","10,469,203",70.0,"48,488,768","452,737",139570.0,"37,369,800","260,750,327",,8.0,"2,539",,1.0,"1,762",,"10,408",,,"190,480",0
Sefo,6/8/2022,"4,398",20.0,90838757.0,"22,248","2,370,123",53.0,"203,958,899","721,936",10328.0,"586,162","19,777,868","61,468",9.0,"14,924",,1.0,"26,216",,,,,"332,021",0
AURORA,7/7/2021,"4,392",20.0,164125901.0,"48,700","4,015,128",57.0,"145,427,971","2,917,166",363203.0,"173,214,204","1,747,148,081","885,461,427",25.0,"11,800",,13.0,"37,443",4.0,"628,739","3,789",,"1,605,654",0
Wren Evans,10/25/2023,"4,383",20.0,35549029.0,"5,590","1,129,038",56.0,"57,756,889","205,111",135300.0,"8,549,214","119,204,623","2,119,803",10.0,8,,,,,,,,"28,280",0
Kendrick Lamar,4/14/2017,"4,380",20.0,669703929.0,"101,138","18,743,066",73.0,"234,757,944","2,316,992",40.0,"10,010","73,180","186,613,935",159.0,"5,783",,37.0,"147,634",24.0,"234,306,133","67,483","4,369,805","2,302,809",1
Lil Uzi Vert,6/21/2023,"4,387",20.0,68598656.0,"27,448","5,932,034",59.0,"11,390,626","162,262",215.0,"10,359","190,551","12,857,711",31.0,,40,7.0,"43,157",16.0,"9,397,582","3,116",,"504,646",1
Kaka,9/4/2021,"4,390",20.0,38264355.0,"4,017","329,185",53.0,"451,922,405","6,040,482",34.0,"1,248","4,585",,,,,,,,,,,,0
Walker Hayes,11/19/2021,"4,389",20.0,80899019.0,"14,613","2,423,704",53.0,"68,620,784","468,664",26941.0,"9,119,456","116,447,096","213,619,922",11.0,"105,035",91,2.0,"95,374",17.0,"146,613,382","30,173",,"761,595",0
Mithoon,4/30/2017,"4,378",20.0,82758005.0,"13,462","6,604,073",2.0,"1,074,239,950","6,411,485",66248.0,"4,131,680","63,379,747","25,137,111",6.0,,,,,5.0,"2,120,750",,,"539,903",0
Dan Ventura,7/30/2021,"4,384",20.0,68273832.0,"9,866","2,234,406",45.0,"96,088,323","1,033,691",2308300.0,"78,196,584","1,220,672,571","39,878,647",11.0,364,,3.0,"83,546",2.0,,,,"146,957",0
Lil Baby,4/28/2023,"4,394",20.0,70601620.0,"32,101","23,637,848",60.0,"7,241,759","93,111",20794.0,"1,923,197","21,009,932",,10.0,"1,375",51,7.0,"89,394",,"15,028,714","2,422",,"356,684",1
Shakira,3/14/2014,"4,395",20.0,125560682.0,"17,633","2,897,643",55.0,"1,315,361,520","7,019,819",1954896.0,"107,672,504","1,601,097,526","228,839,908",11.0,"1,166",102,7.0,"129,945",2.0,,,,"1,319,100",0
Isabel LaRosa,10/28/2022,"4,410",19.9,223341848.0,"34,131","11,352,526",67.0,"12,260,201","167,404",300000.0,"79,965,598","589,269,507",,3.0,262,397,4.0,"30,837",15.0,"1,615,467",877,,"1,622,902",0
Shawn Mendes,8/20/2021,"4,406",19.9,392730501.0,"43,113","32,173,215",65.0,"56,656,911","851,302",127022.0,"24,026,650","284,633,385","275,183,518",52.0,"107,015",39,21.0,"192,052",14.0,"12,162,884","2,574",,"1,619,318",0
Don Toliver,2/23/2023,"4,418",19.9,96288883.0,"37,394","7,850,736",63.0,"8,545,326","113,402",1928.0,"593,460","2,917,500","184,211,408",10.0,278,4,6.0,"31,909",,"527,188",363,"2,021,849","190,951",1
David Morris,6/1/2022,"4,399",19.9,33278200.0,"10,186","1,379,624",50.0,"4,962,879","74,982",1901626.0,"318,927,368","2,885,085,148","133,358",3.0,395,534,,,,"5,082,176","2,540",,"255,786",0
Jesse & Joy,12/4/2015,"4,415",19.9,563467499.0,"38,743","25,276,787",72.0,"1,000,321,872","4,630,509",332335.0,"50,424,679","490,277,819","2,140,584",22.0,"4,626",8,25.0,"233,573",9.0,"9,336,374","5,058",,"1,934,884",0
Duki,12/7/2017,"4,409",19.9,500565437.0,"74,725","14,234,889",70.0,"644,380,652","4,455,611",43604.0,"35,536,108","217,482,856","53,428",3.0,"1,789",,7.0,"45,112",3.0,"604,004","2,295",,"995,726",0
MC Rogerinho,1/12/2023,"4,401",19.9,126063862.0,"10,150","9,712,919",58.0,"129,157,973","401,990",313900.0,"50,275,998","650,000,898","2,179,962",4.0,56,,13.0,"567,142",3.0,,,,"97,522",1
Mora,11/3/2022,"4,402",19.9,216298810.0,"39,605","13,944,608",72.0,"38,256,899","252,379",31347.0,"6,218,163","46,029,571","3,493,900",15.0,"5,130",,6.0,"47,284",14.0,"444,856",485,,"360,437",1
Campbell,7/21/2023,"4,405",19.9,73821370.0,"23,298","16,167,031",71.0,"12,303,071","190,206",287.0,"147,268","2,237,426","57,803,125",8.0,"3,622",,10.0,"88,435",8.0,,,"898,654","241,298",0
DaniLeigh,11/30/2018,"4,403",19.9,41808541.0,"7,802","1,222,888",46.0,"491,827,513","3,638,561",28899.0,"4,564,091","39,966,761","26,034,042",4.0,5,,2.0,"2,532",5.0,"172,241,744","37,508","15,875,196","1,458,244",0
